account_id,account_type,holder_name,bank,branch_city,latitude,longitude,kyc_completeness,account_age_days,opened_on,prior_fraud_flag
ACC-AAC03853A0,legit,Lakshmi Vohra,HDFC,Ahmedabad,22.91658,72.66224,0.83,202,2026-02-10,False
ACC-63DABB2760,legit,Omaja Rege,ICICI,Patna,25.49237,85.07077,0.76,2879,2018-10-13,False
ACC-AE4D16816A,legit,Charita Puri,HDFC,Ahmedabad,23.05772,72.51765,0.9,2715,2019-03-26,False
ACC-F56DE0C251,legit,Urvashi Khosla,HDFC,Jaipur,26.94559,75.84155,0.85,1720,2021-12-15,False
ACC-44E03E54BF,legit,Charita Dhawan,Canara,Kolkata,22.46929,88.25958,0.76,440,2025-06-17,False
ACC-1E527431C0,legit,Dalbir Sachar,Kotak,Hyderabad,17.46012,78.57629,0.91,831,2024-05-22,False
ACC-18CA389BCC,legit,Krish Rama,Canara,Jaipur,26.82061,75.80031,0.8,855,2024-04-28,False
ACC-885AA00664,legit,Aadhya Jani,Union Bank,Delhi,28.48221,77.09792,0.9,457,2025-05-31,False
ACC-03F034657E,legit,Farhan Sengupta,HDFC,Bengaluru,13.09307,77.67015,0.97,312,2025-10-23,False
ACC-364CCC95E8,legit,George Wason,Axis,Ahmedabad,22.94984,72.70347,0.84,1217,2023-05-02,False
ACC-5E8F1BE27B,legit,Charan Loyal,Axis,Mumbai,19.16064,72.97882,0.81,3495,2017-02-04,False
ACC-447F620CDE,legit,Balveer Bora,SBI,Ahmedabad,22.97188,72.63587,0.7,394,2025-08-02,False
ACC-B3C08E3167,legit,Teerth Srinivas,Canara,Bengaluru,13.01575,77.50555,0.99,1469,2022-08-23,False
ACC-6428682424,legit,Gaurangi Mitter,Kotak,Jaipur,27.01469,75.67729,0.75,3343,2017-07-06,False
ACC-C316F81D91,legit,Siddharth Gupta,BoB,Patna,25.56714,85.12585,0.91,3428,2017-04-12,False
ACC-2847A7188C,legit,Varenya Kibe,ICICI,Ranchi,23.42515,85.34983,0.73,3269,2017-09-18,False
ACC-8663F4CB7F,legit,Mekhala Khatri,ICICI,Chennai,13.14389,80.40085,0.73,3463,2017-03-08,False
ACC-4AD834E3C4,legit,Barkha Rai,Canara,Nagpur,21.17033,79.16989,0.75,2783,2019-01-17,False
ACC-72E364726E,legit,Jagrati Morar,ICICI,Patna,25.66955,85.1677,0.84,3538,2016-12-23,False
ACC-7C2A155650,legit,Jagvi Varghese,HDFC,Ranchi,23.23949,85.28562,0.78,193,2026-02-19,False
ACC-18A95F0463,legit,Unnati Chaudhari,Union Bank,Lucknow,26.71491,81.04575,0.92,2154,2020-10-07,False
ACC-86D9F6EBB9,legit,Ekaja Jani,IndusInd,Hyderabad,17.51416,78.5326,0.86,1390,2022-11-10,False
ACC-C33D5B366A,legit,Dhriti Sachdev,PNB,Chennai,13.11466,80.25255,0.84,2981,2018-07-03,False
ACC-29D2E7CBB1,legit,Timothy Dhingra,IndusInd,Ahmedabad,23.07015,72.54029,0.97,3441,2017-03-30,False
ACC-93A4E5AEC0,legit,Advika Sahni,IndusInd,Kolkata,22.45221,88.40266,0.95,647,2024-11-22,False
ACC-E0BA6B7C1D,legit,Michael Hayre,Canara,Bhopal,23.25877,77.32217,0.8,3082,2018-03-24,False
ACC-E85088220C,legit,Victor Raghavan,IndusInd,Lucknow,26.97377,80.82467,0.89,917,2024-02-26,False
ACC-6EAD40290B,legit,Xalak Nazareth,Union Bank,Patna,25.6798,85.02377,0.83,1824,2021-09-02,False
ACC-08463BBB0C,legit,Vrinda Swaminathan,SBI,Bhopal,23.25948,77.36289,0.73,2042,2021-01-27,False
ACC-B8E2A0CEC8,legit,Om Pandey,HDFC,Patna,25.46865,85.15087,0.94,3387,2017-05-23,False
ACC-8EAC86435A,legit,Logan Suresh,PNB,Kolkata,22.60977,88.46934,0.9,2308,2020-05-06,False
ACC-97DE8F3D46,legit,Daniel Viswanathan,PNB,Ranchi,23.46582,85.27267,0.95,227,2026-01-16,False
ACC-2FE4F9E6DB,legit,Falan Bava,Kotak,Lucknow,26.86296,80.97857,0.91,1942,2021-05-07,False
ACC-4D6FD21437,legit,Nitara Devan,Kotak,Mumbai,18.9672,72.92065,0.81,13,2026-08-18,False
ACC-2030851CD5,legit,Ekansh Dora,Kotak,Ahmedabad,23.14802,72.51518,0.91,2143,2020-10-18,False
ACC-D672496BB9,legit,Tejas Tiwari,BoB,Delhi,28.72116,77.20695,0.73,3371,2017-06-08,False
ACC-76C65895CF,legit,Kashvi Bhasin,BoB,Kolkata,22.49042,88.2614,0.76,3495,2017-02-04,False
ACC-847A760E3C,legit,Vinaya Babu,BoB,Bhopal,23.33596,77.47119,0.71,446,2025-06-11,False
ACC-9FB7DE9911,legit,Nisha Arora,Canara,Ahmedabad,23.11371,72.5954,0.84,3167,2017-12-29,False
ACC-EFB3CA508E,legit,Anvi Wason,SBI,Kolkata,22.69589,88.26515,0.86,2048,2021-01-21,False
ACC-E2A3133D65,legit,Anay Thakkar,Canara,Delhi,28.62829,77.19084,0.98,2401,2020-02-03,False
ACC-4590CA8AF6,legit,Praneel Chhabra,ICICI,Jalandhar,31.43983,75.48896,0.92,2374,2020-03-01,False
ACC-20438A0D47,legit,Manthan Khosla,Kotak,Bengaluru,12.86445,77.63717,0.85,2487,2019-11-09,False
ACC-6B7FC0B72D,legit,Zayyan Pandya,PNB,Patna,25.57212,85.16706,0.78,2841,2018-11-20,False
ACC-CF935DAC6A,legit,Mekhala Brar,ICICI,Lucknow,26.97386,80.93346,0.82,551,2025-02-26,False
ACC-81C5183F45,legit,Nidra Sharaf,IndusInd,Chennai,13.18714,80.27402,0.96,3458,2017-03-13,False
ACC-FFC9D0FFD3,legit,Upkaar Mital,PNB,Chennai,13.14671,80.28518,0.76,895,2024-03-19,False
ACC-5487A8885D,legit,Azad Chander,ICICI,Chennai,13.0261,80.22889,0.99,2759,2019-02-10,False
ACC-575D2A535F,legit,Ladli Purohit,Kotak,Ahmedabad,23.15093,72.48432,0.91,2227,2020-07-26,False
ACC-190183B2DC,legit,Daksh Andra,BoB,Jalandhar,31.28606,75.57089,0.9,2342,2020-04-02,False
ACC-EB4D2BF02E,legit,Fitan Tata,BoB,Nagpur,21.23807,79.03034,0.94,3475,2017-02-24,False
ACC-73068A09D2,legit,Garima Chandran,SBI,Guwahati,26.03814,91.704,0.76,222,2026-01-21,False
ACC-FC1CE0B093,legit,Victor Kakar,Axis,Jalandhar,31.40317,75.70688,0.74,2804,2018-12-27,False
ACC-5BF5891FE1,legit,Anika Batra,IndusInd,Delhi,28.66541,77.15363,0.71,3091,2018-03-15,False
ACC-3A002A27CF,legit,Avni Bali,IndusInd,Bhopal,23.24709,77.44398,0.96,2771,2019-01-29,False
ACC-41733A96C4,legit,Divya Babu,Axis,Chennai,13.12246,80.24067,0.91,2097,2020-12-03,False
ACC-4A6E5CA4CB,legit,Maanas Rao,Kotak,Delhi,28.72917,77.17861,0.99,3233,2017-10-24,False
ACC-205C5A9540,legit,Chandani Gaba,Canara,Delhi,28.48227,77.14179,0.95,2546,2019-09-11,False
ACC-D2850455D3,legit,Lopa Zachariah,Union Bank,Nagpur,21.18196,79.14483,0.86,1511,2022-07-12,False
ACC-8ADBC4AE0B,legit,Leena Dey,Axis,Kolkata,22.49056,88.42469,0.83,797,2024-06-25,False
ACC-67A0A8E390,legit,Xiti Pal,IndusInd,Ahmedabad,22.90749,72.69639,0.74,3015,2018-05-30,False
ACC-AD0BCCC4E1,legit,Guneet Sarkar,ICICI,Delhi,28.59458,77.2243,0.88,537,2025-03-12,False
ACC-651117ECCC,legit,Faqid Oak,SBI,Jaipur,26.77879,75.7782,0.75,639,2024-11-30,False
ACC-AEEECF22FC,legit,Eta Balan,Union Bank,Lucknow,26.87288,81.02016,0.95,2566,2019-08-22,False
ACC-4699D54DC3,legit,Shravya Swaminathan,HDFC,Jaipur,26.90985,75.80694,0.94,1471,2022-08-21,False
ACC-049BEC7606,legit,Ishani Prashad,HDFC,Lucknow,26.85356,81.06971,0.94,2137,2020-10-24,False
ACC-9BF271EE8F,legit,Quincy Rai,Kotak,Bengaluru,12.94888,77.60461,0.77,381,2025-08-15,False
ACC-4868E01901,legit,Chakrika Koshy,PNB,Hyderabad,17.42914,78.44104,0.99,1207,2023-05-12,False
ACC-13A8DBBE7A,legit,Fitan Loyal,SBI,Kolkata,22.58084,88.49812,0.73,3378,2017-06-01,False
ACC-284AA105A8,legit,Lajita Dube,Union Bank,Lucknow,26.83202,81.05552,0.77,2518,2019-10-09,False
ACC-F79E5B6E30,legit,Edhitha Patel,HDFC,Delhi,28.66324,77.1606,0.82,3266,2017-09-21,False
ACC-76274A7181,legit,Gavin Ahluwalia,Kotak,Guwahati,26.20503,91.60774,0.85,2122,2020-11-08,False
ACC-BC7E528579,legit,Sai Parsa,PNB,Guwahati,26.12979,91.61292,0.8,2673,2019-05-07,False
ACC-0165A5DCE4,legit,Harsh Deo,IndusInd,Mumbai,19.19714,72.78781,0.86,3172,2017-12-24,False
ACC-11BAA92237,legit,Rachit Sankar,PNB,Ahmedabad,22.90506,72.61744,0.96,3173,2017-12-23,False
ACC-45ECE5D9E9,legit,Yauvani Reddy,BoB,Patna,25.68482,85.05803,0.89,3399,2017-05-11,False
ACC-CA0071ADF6,legit,Atharv Chakraborty,Kotak,Mumbai,19.14273,72.78412,0.71,1885,2021-07-03,False
ACC-C437E4BF08,legit,Girik Nair,HDFC,Mumbai,18.95553,72.95722,0.87,2290,2020-05-24,False
ACC-2D8F981E06,legit,Advik Manne,BoB,Hyderabad,17.49608,78.46174,0.83,1852,2021-08-05,False
ACC-6145DF68ED,legit,Lipika Chad,Union Bank,Delhi,28.58404,77.10584,0.72,29,2026-08-02,False
ACC-E3CDF1B8F6,legit,Omkaar Rai,Kotak,Chennai,13.10584,80.32499,0.98,302,2025-11-02,False
ACC-71321C26BF,legit,Liam Luthra,HDFC,Mumbai,19.0192,72.92794,0.78,2489,2019-11-07,False
ACC-6E4F982747,legit,Amrita Tailor,SBI,Nagpur,21.12896,79.05985,0.84,2711,2019-03-30,False
ACC-0F6B3E6554,legit,Dev Ganesh,IndusInd,Guwahati,26.06879,91.80289,0.79,3268,2017-09-19,False
ACC-27F3C98FB7,legit,Anya Sama,Kotak,Ahmedabad,22.9263,72.61932,0.99,3261,2017-09-26,False
ACC-88FCBCC66C,legit,Veda Bose,SBI,Delhi,28.62837,77.22388,0.7,509,2025-04-09,False
ACC-A6DE6B58BB,legit,Zayan Koshy,Axis,Kolkata,22.54397,88.37674,0.76,353,2025-09-12,False
ACC-E735F42522,legit,Rohan Shankar,IndusInd,Chennai,13.19177,80.2285,0.74,1695,2022-01-09,False
ACC-DD97A5398E,legit,Krishna Modi,HDFC,Bengaluru,12.89614,77.68507,0.75,800,2024-06-22,False
ACC-B02A895FFA,legit,Meghana Natarajan,IndusInd,Jalandhar,31.34419,75.45576,0.84,3081,2018-03-25,False
ACC-EA88E8CA7B,legit,Forum Sarraf,HDFC,Guwahati,26.02913,91.7826,0.76,1031,2023-11-04,False
ACC-5B113A2100,legit,Qushi Deshpande,PNB,Kolkata,22.56914,88.31818,0.73,530,2025-03-19,False
ACC-7CDA8721D4,legit,Ekani Iyer,Canara,Kolkata,22.45633,88.28106,0.8,1995,2021-03-15,False
ACC-67E20C7EFE,legit,Dipta Goel,Union Bank,Ahmedabad,22.96998,72.59415,0.81,2321,2020-04-23,False
ACC-ABA49273CF,legit,Eiravati Manne,PNB,Lucknow,26.97066,80.85664,0.94,1287,2023-02-21,False
ACC-5EF11517C0,legit,Xavier Nanda,Kotak,Chennai,13.14752,80.25344,0.74,3446,2017-03-25,False
ACC-22F56C107F,legit,Avni Ramaswamy,Kotak,Chennai,13.03718,80.26528,0.93,1829,2021-08-28,False
ACC-12D1954EB8,legit,Ishaan Iyengar,HDFC,Ranchi,23.35807,85.22197,0.95,2489,2019-11-07,False
ACC-5BA2323BCA,legit,Avi Shenoy,Axis,Bhopal,23.34813,77.51836,0.92,809,2024-06-13,False
ACC-D6B7EC030A,legit,Raksha Manne,IndusInd,Ahmedabad,22.90803,72.45664,0.89,81,2026-06-11,False
ACC-655E91503F,legit,Nilima Tata,PNB,Bhopal,23.28203,77.38696,0.97,2421,2020-01-14,False
ACC-FB32091F6D,legit,Chavvi Khurana,Canara,Guwahati,26.0798,91.84268,0.9,2215,2020-08-07,False
ACC-271222B259,legit,Mitesh Sampath,Union Bank,Bengaluru,12.93533,77.51982,0.92,3167,2017-12-29,False
ACC-B2F5356E7C,legit,Ethan Sen,BoB,Jaipur,26.81345,75.7876,0.81,375,2025-08-21,False
ACC-AB8DF99C87,legit,Nandini Warrior,Union Bank,Delhi,28.65787,77.30305,0.91,3308,2017-08-10,False
ACC-81F1B479A1,legit,Balhaar Parsa,Union Bank,Jalandhar,31.32982,75.56166,0.98,738,2024-08-23,False
ACC-AB66858F8B,legit,Ikbal Kothari,Canara,Ahmedabad,23.12309,72.47578,0.98,3003,2018-06-11,False
ACC-69D19FB6C3,legit,Ojas Basu,Axis,Delhi,28.53791,77.20566,0.81,262,2025-12-12,False
ACC-9BF20630BA,legit,Garima Sani,Kotak,Delhi,28.65946,77.21383,0.82,3246,2017-10-11,False
ACC-D7D4D11CC0,legit,Advaith Chaudhari,Kotak,Nagpur,21.13354,78.96562,0.73,2661,2019-05-19,False
ACC-70B8E77906,legit,Tristan Uppal,Axis,Guwahati,26.1806,91.67498,0.87,3043,2018-05-02,False
ACC-CE7F594A4D,victim,Sanaya Prasad,BoB,Jalandhar,31.40797,75.58573,0.7,2243,2020-07-10,False
ACC-44A481182D,mule,Ubika Tella,IndusInd,Ranchi,23.47623,85.23214,0.43,85,2026-05-29,True
ACC-63717C884E,mule,Hemani Bakshi,PNB,Guwahati,26.20551,91.64897,0.21,84,2026-05-30,False
ACC-3A5E7E9E84,mule,Henry Merchant,Axis,Delhi,28.50565,77.32551,0.34,94,2026-05-20,True
ACC-C20D3BE1EB,mule,Frederick D’Alia,Axis,Hyderabad,17.44694,78.44925,0.45,98,2026-05-16,False
ACC-158C2AC522,cashout_node,Ijaya Muni,PNB,Jalandhar,31.42687,75.67161,0.72,18,2026-08-05,False
ACC-E4D956169B,victim,Tamanna Jhaveri,HDFC,Jalandhar,31.41659,75.58555,0.84,2097,2020-12-03,False
ACC-084220E5C8,mule,Ijaya Soni,IndusInd,Mumbai,19.03634,72.8474,0.96,25,2026-01-08,False
ACC-6A2FDABB08,mule,Raksha Sethi,IndusInd,Bengaluru,12.92892,77.60057,0.36,89,2025-11-05,False
ACC-75A5260A2D,mule,Ekalinga Mital,BoB,Jalandhar,31.39539,75.46906,0.37,66,2025-11-28,True
ACC-2A01E6538D,mule,Ishwar Bajaj,Canara,Chennai,13.00885,80.31314,0.65,117,2025-10-09,False
ACC-3C5DA12D88,cashout_node,Ikbal Gala,Kotak,Jalandhar,31.2007,75.4919,0.71,2343,2019-09-05,False
ACC-5DF7BA419B,victim,Zaitra Ghosh,Union Bank,Bhopal,23.25003,77.3137,0.86,398,2025-07-29,False
ACC-51D8AE3387,mule,Ganga Sandhu,Kotak,Ranchi,23.35858,85.32355,0.3,98,2026-05-13,False
ACC-EF8C69C19E,mule,Vincent Ravel,ICICI,Jaipur,26.78779,75.68097,0.76,39,2026-07-11,False
ACC-4693C5B9D7,cashout_node,Quincy Sankaran,Axis,Bhopal,23.38831,77.37579,0.92,2045,2021-01-12,False
ACC-26299DBBE2,victim,Ayush Hora,HDFC,Bhopal,23.16191,77.41934,0.81,2460,2019-12-06,False
ACC-2EBE36A54F,mule,Pushti Ramachandran,Union Bank,Lucknow,26.95168,80.86042,0.84,28,2026-03-16,True
ACC-25D1BD6EBF,mule,Tanish Jha,IndusInd,Jalandhar,31.38352,75.69382,0.44,112,2025-12-22,False
ACC-FE2A6C5D9B,cashout_node,Dev Chaudry,Kotak,Delhi,28.56306,77.31115,0.78,385,2025-03-25,False
ACC-987D5186FF,victim,Jasmit Nanda,HDFC,Delhi,28.60558,77.17147,0.78,2224,2020-07-29,False
ACC-300DDAC0CF,mule,Tanvi Comar,HDFC,Bengaluru,13.01173,77.61325,0.7,111,2025-10-13,True
ACC-3595B8C0A4,mule,Vrishti Wable,IndusInd,Bengaluru,13.03589,77.68167,0.39,88,2025-11-06,False
ACC-1F0CC585F0,mule,Lipika Ramanathan,Union Bank,Ranchi,23.35696,85.19051,0.73,28,2026-01-05,True
ACC-06BEEA1409,cashout_node,Ijaya Pandey,PNB,Ahmedabad,22.99859,72.59257,0.88,1108,2023-01-21,False
ACC-D83259208A,victim,Orinder Mishra,ICICI,Mumbai,19.05047,72.79423,0.87,1041,2023-10-25,False
ACC-9129FF7B8A,mule,Krish Munshi,HDFC,Delhi,28.54116,77.14143,0.75,6,2026-04-01,True
ACC-BE0EF10141,mule,William Mody,SBI,Kolkata,22.43823,88.28558,0.53,15,2026-03-23,True
ACC-758ECF5444,cashout_node,Qadim Prakash,IndusInd,Mumbai,19.02873,72.85368,0.9,2706,2018-11-10,False
ACC-85AC05E5A5,victim,Yasti Rama,Canara,Bhopal,23.30473,77.53335,0.85,999,2023-12-06,False
ACC-EE59A3BB58,mule,Lakshit Rajagopal,SBI,Delhi,28.59587,77.11673,0.8,101,2026-03-10,False
ACC-3B4123FD12,mule,Quincy Sur,SBI,Bengaluru,12.91307,77.50732,0.58,99,2026-03-13,False
ACC-B6050BD8C9,mule,Ojas Suri,Axis,Jaipur,26.95139,75.77361,0.87,89,2026-03-23,False
ACC-046395E760,mule,Logan Grover,Canara,Ranchi,23.45351,85.1791,0.51,31,2026-05-20,False
ACC-2DE14B1952,cashout_node,Shravya Bera,Axis,Chennai,13.04779,80.20443,0.96,409,2025-05-07,False
ACC-4A47316C8C,victim,Aditya Sundaram,IndusInd,Hyderabad,17.49278,78.4197,0.96,1005,2023-11-30,False
ACC-D39F59EED1,mule,Robert Rajagopalan,IndusInd,Delhi,28.51906,77.07915,0.54,99,2026-04-05,True
ACC-C6264B760F,mule,Nilima Swamy,Axis,Chennai,13.03036,80.3421,0.67,33,2026-06-10,False
ACC-0303ED6085,mule,Sachi Suresh,Kotak,Patna,25.58649,85.05551,0.24,32,2026-06-11,True
ACC-E88C697A17,cashout_node,Fitan Balasubramanian,HDFC,Ranchi,23.46775,85.17891,0.87,317,2025-08-31,False
ACC-D8699EEE1D,victim,Brinda Bali,Canara,Chennai,12.96719,80.31961,0.92,2251,2020-07-02,False
ACC-24E457CF25,mule,Umang Yogi,BoB,Mumbai,18.95076,72.74573,0.3,76,2026-01-08,True
ACC-E9D52CDFA4,mule,Om Shankar,Axis,Lucknow,26.96118,80.97641,0.83,12,2026-03-13,False
ACC-960ED5904D,mule,Yasti Chowdhury,SBI,Guwahati,26.05451,91.80575,0.94,94,2025-12-21,False
ACC-26A6B0A4B8,cashout_node,Amrita Peri,SBI,Guwahati,26.1669,91.85101,0.83,1142,2023-02-07,False
ACC-657609C08F,victim,Ridhi Kamdar,Axis,Chennai,12.97392,80.30508,0.76,92,2026-05-31,False
ACC-BC343FB697,mule,Harsh Kota,ICICI,Chennai,12.99605,80.35915,0.44,26,2026-03-06,True
ACC-F0ECE810B5,mule,Bachittar Sengupta,Kotak,Delhi,28.51062,77.32042,0.7,27,2026-03-06,False
ACC-E1479DF3DE,mule,Ijaya Chahal,Canara,Bengaluru,13.02239,77.68477,0.5,21,2026-03-12,True
ACC-83EF39CC02,cashout_node,Jacob Khalsa,HDFC,Bhopal,23.16734,77.29725,0.83,1705,2021-08-01,False
ACC-62C9B30B52,victim,Indali Sangha,BoB,Guwahati,26.18788,91.65933,0.75,1844,2021-08-13,False
ACC-CD3AFB9125,mule,Liam Jhaveri,SBI,Kolkata,22.49534,88.42698,0.36,99,2026-01-10,True
ACC-5C830854EF,mule,Daniel Panchal,SBI,Bhopal,23.2819,77.49276,0.38,17,2026-04-02,False
ACC-35D6019B89,mule,Om Naik,ICICI,Nagpur,21.18625,79.14562,0.24,105,2026-01-04,True
ACC-AA81F87216,mule,Bimala Loke,HDFC,Nagpur,21.02438,79.18504,0.39,70,2026-02-09,False
ACC-086435917A,mule,Krishna Sabharwal,ICICI,Jaipur,26.84784,75.80052,0.24,106,2026-01-04,False
ACC-22AED06942,cashout_node,Aradhana Date,HDFC,Guwahati,26.03352,91.64102,0.83,1816,2021-04-30,False
ACC-935C26412C,victim,Zaid Dhingra,SBI,Bhopal,23.21603,77.28641,0.93,52,2026-07-10,False
ACC-75C01AAC37,mule,Yug Ramaswamy,HDFC,Bengaluru,13.04121,77.67784,0.27,75,2025-10-29,True
ACC-2FFE07377E,mule,Lucky Luthra,SBI,Delhi,28.69159,77.27615,0.78,78,2025-10-26,False
ACC-AE5FF97E57,cashout_node,Keya Seth,Axis,Bhopal,23.26099,77.35581,0.75,1201,2022-09-30,False
ACC-1AEAF48BA6,victim,Girik Rau,Union Bank,Bengaluru,12.88396,77.66574,0.94,2058,2021-01-11,False
ACC-C2A1BDB91F,mule,Jyoti Sha,SBI,Guwahati,26.12685,91.60816,0.2,77,2026-03-12,True
ACC-DE3FDDE416,mule,Falak Agate,ICICI,Mumbai,19.03856,72.88199,0.52,68,2026-03-21,False
ACC-6AD92F06E8,mule,Tara Parmar,SBI,Guwahati,26.07094,91.68799,0.49,85,2026-03-04,False
ACC-A1AEAFCB32,mule,Mitali Kamdar,BoB,Guwahati,26.20242,91.76999,0.37,7,2026-05-22,False
ACC-CA1AF93483,cashout_node,Siddharth Talwar,IndusInd,Delhi,28.68751,77.2843,0.76,3511,2016-10-17,False
ACC-38125A3F0C,victim,Ekantika Mander,SBI,Bhopal,23.26762,77.51806,0.78,2172,2020-09-19,False
ACC-384723F476,mule,Kalpit Sundaram,PNB,Ranchi,23.34368,85.42606,0.5,67,2026-01-02,False
ACC-3071E1C11F,mule,Chanakya Batra,BoB,Jaipur,26.84273,75.83406,0.7,19,2026-02-20,True
ACC-F5EAFDC916,mule,Tripti Babu,BoB,Patna,25.53939,85.00806,0.81,113,2025-11-18,True
ACC-8C60C1E411,mule,Nakul Sastry,SBI,Jaipur,27.03693,75.72023,0.86,60,2026-01-10,True
ACC-A1370249D2,cashout_node,Aadi Sangha,PNB,Bhopal,23.35889,77.2889,0.92,1656,2021-08-29,False
ACC-6F92D1001C,victim,Kevin Mittal,BoB,Delhi,28.65948,77.20085,0.94,1265,2023-03-15,False
ACC-126CBCA60C,mule,Anusha Chander,PNB,Bhopal,23.2681,77.52511,0.78,3,2026-07-16,False
ACC-FE2937418F,mule,Zashil Butala,Canara,Bhopal,23.39025,77.36707,0.69,18,2026-07-01,False
ACC-118C0D29ED,mule,Noah Ben,PNB,Bhopal,23.20352,77.33277,0.98,28,2026-06-21,False
ACC-C6054305DD,mule,Dalaja Kaur,PNB,Kolkata,22.52262,88.42035,0.85,51,2026-05-30,False
ACC-9E293F3B19,cashout_node,Gavin Chandran,SBI,Delhi,28.6737,77.28667,0.88,2234,2020-06-07,False
ACC-9934B3DD8C,victim,Tanay Sood,SBI,Hyderabad,17.28627,78.52563,0.96,929,2024-02-14,False
ACC-70F24BA2B6,mule,Kevin Kara,Kotak,Nagpur,21.21338,79.15884,0.99,64,2025-11-27,True
ACC-30C85A9472,mule,Aditya Anand,SBI,Delhi,28.72512,77.13027,0.67,4,2026-01-27,True
ACC-4BBA8FBD07,cashout_node,Jai Sami,BoB,Hyderabad,17.39145,78.35511,0.8,2824,2018-05-09,False
ACC-C2CD509572,victim,Vanya Bobal,PNB,Nagpur,21.12297,78.9539,0.82,2548,2019-09-09,False
ACC-8A1A176B9B,mule,Leela Chakraborty,IndusInd,Mumbai,19.02498,72.76173,0.71,16,2026-02-06,False
ACC-7120EF0D46,mule,Harshil Munshi,SBI,Hyderabad,17.35716,78.48058,0.67,108,2025-11-06,False
ACC-50A2E3B589,mule,Chandani Devan,PNB,Hyderabad,17.4138,78.48828,0.56,10,2026-02-12,True
ACC-E950442F75,mule,Kiaan Dhar,Axis,Nagpur,21.02053,79.15469,0.3,94,2025-11-20,False
ACC-35F3C2935C,cashout_node,Abhiram Gala,BoB,Nagpur,21.10188,79.08614,0.83,1624,2021-09-12,False
ACC-E7AF0C472F,victim,Indali Kala,SBI,Jalandhar,31.41966,75.69481,0.86,795,2024-06-27,False
ACC-D5729168AD,mule,Nisha Savant,SBI,Nagpur,21.17483,79.17419,0.51,98,2026-02-12,False
ACC-D04B175DF6,mule,Gabriel Chaudhry,Kotak,Mumbai,19.19837,72.95002,0.48,33,2026-04-18,False
ACC-07FDEB52BD,mule,Jatin Rajagopalan,BoB,Kolkata,22.46686,88.39806,0.81,63,2026-03-19,False
ACC-1BA73E9187,cashout_node,Pushti Murty,SBI,Delhi,28.51007,77.15603,0.94,2276,2020-02-26,False
ACC-922BDE8E19,victim,Yug Malhotra,BoB,Nagpur,21.15939,79.19461,0.71,564,2025-02-13,False
ACC-C721EEA9E2,mule,Yuvraj Mane,SBI,Mumbai,18.9553,72.92284,0.68,58,2026-03-29,True
ACC-958B81888C,mule,Charvi Jha,SBI,Jalandhar,31.26907,75.59622,0.77,120,2026-01-26,False
ACC-4FD91FD674,mule,Manya Merchant,BoB,Patna,25.66335,85.19332,0.81,80,2026-03-07,False
ACC-1D867389D0,cashout_node,Wriddhish Talwar,Canara,Nagpur,21.18411,79.15833,0.73,3060,2018-01-09,False
ACC-7714EB2FD4,victim,Isaiah Khosla,SBI,Hyderabad,17.28958,78.50436,0.93,1210,2023-05-09,False
ACC-3CEC9F59CD,mule,Ekavir Wable,HDFC,Bhopal,23.17732,77.3248,0.35,25,2026-07-16,False
ACC-FBC6926B78,mule,Jalsa Nadig,SBI,Jalandhar,31.45279,75.55031,0.53,72,2026-05-30,False
ACC-636F3CAEC2,mule,Lila Salvi,SBI,Ahmedabad,22.91918,72.6427,0.71,115,2026-04-17,True
ACC-A1E963ECA9,mule,Orinder Sinha,Union Bank,Guwahati,26.17335,91.68911,0.93,85,2026-05-17,False
ACC-9361056F3B,cashout_node,Anay Bir,BoB,Hyderabad,17.51498,78.57535,0.97,1416,2022-09-25,False
ACC-85EC07A476,victim,Adweta Kale,ICICI,Patna,25.61856,85.09942,0.83,2776,2019-01-24,False
ACC-BC5F72CD75,mule,Darpan Rao,HDFC,Patna,25.61381,85.09563,0.94,81,2025-11-17,True
ACC-5BBF3EB02C,mule,Yachana Sagar,PNB,Mumbai,19.12249,72.92788,0.85,19,2026-01-18,True
ACC-77BA477DBC,mule,Neelima Butala,IndusInd,Jaipur,27.00519,75.86222,0.32,52,2025-12-16,False
ACC-E0CC20B46B,mule,Arunima Chacko,ICICI,Ahmedabad,23.13034,72.66725,0.58,107,2025-10-23,True
ACC-E915AC027C,cashout_node,Farhan Vaidya,BoB,Ranchi,23.22589,85.18937,0.85,3419,2016-09-28,False
ACC-DF9A361BD2,victim,Nachiket Yadav,Union Bank,Delhi,28.73426,77.17527,0.89,234,2026-01-09,False
ACC-C8FFDD0436,mule,Mahika Bhatti,BoB,Mumbai,19.17271,72.82943,0.82,59,2026-02-24,False
ACC-EFE0393A45,mule,Rajeshri Khare,Kotak,Ahmedabad,22.99848,72.47509,0.38,94,2026-01-21,True
ACC-AD26E7D261,cashout_node,Yash Chadha,ICICI,Lucknow,26.81717,80.82679,0.92,1844,2021-04-07,False
ACC-79B1233095,victim,Jack Setty,Canara,Chennai,13.18336,80.33151,0.98,3388,2017-05-22,False
ACC-134522A80B,mule,Dayamai Gill,SBI,Nagpur,21.17331,79.16093,0.52,34,2026-01-29,False
ACC-E1CAF32842,mule,Advik Devan,ICICI,Hyderabad,17.30464,78.4143,0.96,120,2025-11-04,True
ACC-9680B2CBA7,cashout_node,Nihal Taneja,ICICI,Guwahati,26.25995,91.72654,0.9,844,2023-11-12,False
